tenure,MonthlyCharges,TotalCharges
7,89.18908755271373,610.9961148359852
2,54.83960648545291,113.44205831322371
1,19.8837340141017,19.8837340141017
1,50.01249058496202,50.01249058496202
10,103.84976909514042,1051.3552544851423
1,69.27122012412326,69.27122012412326
50,103.38549659815082,5122.323000866881
8,83.11036396010688,702.7132607072422
6,97.28890424712453,560.3050789205978
4,83.4806496124166,342.7067188845776
5,84.88545534012098,473.90052290673833
5,89.41461754400058,461.4237042946182
56,102.24178663740932,5766.308646054266
18,76.3872963963059,1389.6226833801086
16,83.97046205469789,1383.6494042838603
1,19.74057950582153,19.74057950582153
3,55.066478495461595,195.09883122544363
8,80.43705264688099,633.2868085710456
31,78.98072797369521,2423.398166296749
4,45.94205741686605,196.83228947357455
49,97.28711481704924,4834.072601581589
58,105.60159475395224,6234.689573955528
1,79.55,79.55
70,112.71497316151142,8033.489380138276
38,92.00535273867617,3521.567394574486
59,106.8094285946267,6438.339135566537
60,79.42713460132177,4785.26066895639
39,95.44767467267795,3687.4881528483247
2,92.55085295665444,182.95375643075965
64,106.12949672068785,6908.319664302345
1,70.60075279460123,70.60075279460123
1,74.51546856873613,74.51546856873613
2,47.2515226883137,91.25127408174087
4,88.82575582158239,444.9591640463025
1,75.34355732559241,75.34355732559241
7,86.60374915727223,671.4167292319472
8,79.70092140681508,650.5280869991262
9,96.92836479749398,925.9265852300156
1,44.377181032827295,44.377181032827295
25,104.30399989229403,2657.8365715978234
7,24.877127819661833,187.3529398357595
14,96.8257516276683,1370.7025405373133
66,110.67025410303212,7440.119320802276
1,85.04119522643347,85.04119522643347
4,77.03512266963884,332.8404525126568
12,80.36986815829394,950.0716587575928
5,69.33939731119334,418.3325972653701
31,97.46528314842146,3049.7413062525234
1,25.086606130342147,25.086606130342147
2,44.345272581048576,93.02279310927456
7,76.35454196166421,522.7894575195256
1,69.44760296315499,69.44760296315499
23,76.34441924024357,1748.0713850588102
33,79.95088894281272,2719.5206981531655
57,110.85702879645682,6436.600061435158
59,106.78195746663775,6399.722718202647
8,82.76715719385625,679.879816781273
2,20.557000018848463,36.99500034555516
17,74.90895449134597,1318.183035551429
4,79.61861677803033,305.09749726416953
1,74.85626976812289,74.85626976812289
29,88.81761073339595,2699.1446526946615
12,76.85877768378765,899.1378514044476
1,74.96447930149816,74.96447930149816
8,103.17792619109753,825.9577319708432
26,69.96022880933226,1742.6818058884428
5,24.487956619922386,133.0705666791306
3,102.60873638447563,327.4241968690939
3,72.88235199549757,269.6471772099837
10,79.86213890489536,859.4062897215165
3,70.6187694874023,205.25498364698896
1,79.74192071764416,79.74192071764416
25,105.38965240924558,2656.1305462140426
49,104.86475931890854,5076.7524674988235
1,75.43420719231084,75.43420719231084
67,98.07860196232251,6677.135219276302
1,54.991063676589775,54.991063676589775
34,90.35636439314774,3127.8228062873136
2,69.66053572024224,145.0867856785466
1,45.60002213907186,45.60002213907186
24,71.408568600615,1766.4871020956168
58,102.4304307631499,6050.712633832305
1,74.94752159401688,74.94752159401688
26,31.616937733661413,805.3302803355039
43,94.22782221004093,3981.766347258741
1,69.52436398760936,69.52436398760936
16,99.63136612153104,1605.6439280243726
3,74.82189928109358,214.39861151450393
48,52.19463940472195,2537.4442245912446
39,95.51738205165843,3691.1408195069016
3,95.00103535249049,280.6348150542189
8,77.93937136962677,628.6786003678882
57,102.73768828582892,5948.79678451385
13,79.1366118687113,1107.9459877112358
8,84.83776799721547,668.3338700320293
5,73.85528325480318,345.45350822596265
2,49.83438731024252,114.87046349835819
1,69.70390097397683,69.70390097397683
9,87.47216809699808,850.7861657659862
16,37.6068687493369,681.0476040575876
1,84.51839665816921,84.51839665816921
21,96.36560944561342,2029.916864968255
2,89.66924298861355,161.65961127381442
1,70.0179632324291,70.0179632324291
18,48.96026624347795,838.8290945382131
41,59.35172173160511,2498.8540459016695
5,69.74576694005157,418.2755122661544
1,45.692591103588505,45.692591103588505
7,83.4375245992365,597.2625737977095
70,115.32390918561693,7913.763141390942
11,36.46491364105501,406.26483102355945
18,95.61850406183326,1749.2220447787931
30,75.32691395612717,2357.61735007507
8,98.26436263853525,849.0346512795584
8,82.42413241328464,679.805246176801
5,74.66812810639834,349.12889388105356
4,95.1485046668574,423.838789011162
1,100.93387654816424,100.93387654816424
5,96.30270302213904,493.08414547664796
2,29.148615454592854,75.93142346651106
38,79.78849804527658,2932.323107816161
63,93.0498655281088,5918.243304654463
12,98.38497335177341,1133.2716755494089
2,93.88888478721017,193.77777748480074
60,104.92068740345584,6390.483025574545
7,88.24144924668572,623.4680285123344
1,84.62765453825196,84.62765453825196
37,76.4260763314896,2860.2845216704936
1,85.1234926048501,85.1234926048501
3,69.79600282737232,220.359196030616
11,96.47455886119073,1132.8378088904901
4,78.81426940056613,334.50860144711953
13,82.03527683601676,1100.0195008245641
3,33.950990878744854,100.08138443049765
1,90.57699988022095,90.57699988022095
9,71.6636225990128,658.6994695446731
1,70.11534935360525,70.11534935360525
69,104.78575426338571,7226.46951951772
1,74.3366253879159,74.3366253879159
2,45.510859332656,81.05652344455733
69,106.04451954446644,7393.594594792174
29,69.1829030730722,1971.2534122180055
65,107.551455841845,6961.903725145136
5,49.363045642482035,305.4937996052819
1,75.32048786704534,75.32048786704534
1,100.98851897587178,100.98851897587178
3,77.63300128823553,227.88602428309548
4,80.54591198164175,305.57801857073173
8,58.29154856050381,474.8707865930082
1,80.31379241235551,80.31379241235551
42,100.71674559281028,4236.9023155399755
9,73.50624122538312,688.1225537814678
49,99.86365201763189,5034.525828272431
30,75.87963284173973,2219.9048736748687
3,81.41563052328348,243.80764694549347
47,99.84642162245363,4867.528094068448
3,75.05761945190609,270.72320839538475
8,48.57822711466361,416.6905572247808
15,75.29823039868323,1282.558281329428
37,99.01056155590632,3751.3951167334835
1,55.5662169033528,55.5662169033528
43,42.623263735614245,1327.7856733036028
20,77.04126918730903,1562.5343518914578
19,88.91872881439483,1776.069523305398
3,27.811441210298025,78.74289536221085
13,97.6747430679988,1239.4521915539317
4,97.67510323355566,392.1182363189004
36,102.72127768270798,3549.7058904943624
7,84.63274084262477,679.4403896096146
4,71.86800707897089,332.32978313035164
1,70.54500350217197,70.54500350217197
12,75.16467450233355,896.7688034713689
1,45.401089417715234,45.401089417715234
20,85.79505151810217,1727.4922238141605
42,78.68178989566087,3349.7619661644126
1,79.43975578265544,79.43975578265544
2,86.26038794998641,186.41693747166423
2,34.91698840138506,65.77606152250726
41,113.35315760828053,4585.966432955906
24,89.70937932463848,2186.1188269014115
1,79.67927651422303,79.67927651422303
19,98.65837186810224,1891.3578732937387
4,81.07855120178924,371.65516784222297
26,49.446667991142554,1174.3758041280312
13,74.5215470003967,911.7085824312487
2,34.80753869698114,63.99750382594348
8,39.90192333613402,333.68286420447146
38,88.1174038126944,3389.6860362554407
47,92.93599913520583,4388.058283889418
46,98.88459713879314,4533.410489173161
2,49.25,90.62588037561015
58,104.79181952113971,6211.828144829448
1,69.76201833948868,69.76201833948868
1,20.007475704580585,20.007475704580585
39,89.13925865861093,3523.465842941183
47,93.06156151266704,4544.952608788908
1,20.148620999952005,20.148620999952005
4,89.26338976569004,368.7019327910769
1,81.19541500224415,81.19541500224415
34,72.02086945192382,2414.315572648811
1,54.77455874804727,54.77455874804727
67,114.8344508536228,7822.5422762345115
3,70.5408226085495,221.11285310287133
24,71.53183244570913,1766.2551540000097
1,50.01542445328475,50.01542445328475
18,74.5909690064742,1393.214637583814
9,84.33891154449094,762.1651917382574
16,19.728542414735124,341.6241652721997
60,95.70652604775401,5639.02506927819
20,67.18903174771201,1423.7998254534007
34,86.46071933061924,3012.843572979334
7,91.77329310397586,635.2381495559958
5,84.82940292235006,402.8177349525087
5,40.25016905382256,216.57660715720567
3,76.39079398256186,232.87364813950518
50,97.68332771624992,5052.041135242135
35,97.07248482267163,3438.7834896183185
1,69.25919440711425,69.25919440711425
1,73.88637472684701,73.88637472684701
3,57.236077171877426,153.50402602307494
3,55.506599134737,159.8777031609043
51,86.02928384961983,4346.295619708938
71,54.69470544141499,3937.963176586143
2,93.43364528403724,184.29216196921416
34,96.0221610237101,3474.790077845886
5,20.09294316735536,109.22422530888424
1,20.34602202108082,20.34602202108082
10,99.27048806835252,1066.8832872041564
22,55.052485674359104,1209.3849899369186
1,75.18820387318004,75.18820387318004
23,73.28005864321922,1762.9654810477057
57,97.32208809537977,5274.315821037671
2,49.156858110378735,91.1
4,63.90806356972353,236.64109351632933
24,99.53471224857029,2496.9147979717877
1,25.130883442400734,25.130883442400734
19,61.819776907784636,1148.745432237732
1,70.11445229236948,70.11445229236948
10,100.00945836864427,1065.198434919491
2,88.5932760581491,183.5937137308422
7,86.23911197691659,620.9489143297332
4,74.81561869695082,326.4929459587178
33,92.76836572250932,3125.495436583544
5,91.08110710342429,500.67833934486356
58,106.3464405155721,6237.5970243504935
2,86.23125145930426,180.54383609895135
7,85.91762285146874,591.9906923283886
48,91.64722617080423,4544.762366136276
33,88.16628609649153,2935.9439279252497
56,104.97851813726618,5921.002631278133
50,101.03423155230382,5012.362322052864
1,85.08235145072733,85.08235145072733
1,35.39027210424194,35.39027210424194
23,99.08353242230416,2186.099634588071
1,69.71860033086979,69.71860033086979
7,77.1483577826024,608.0808009624179
16,51.946219403877635,835.1187495455773
53,102.70559814192458,5358.165536195384
23,41.14093232701191,933.3851213308932
13,92.87222908811283,1257.6612664027036
67,113.7338544255236,7836.148949532198
42,106.72631764463938,4521.427095761682
22,78.66370406266982,1744.3491369767664
2,92.79517648670739,195.39379834005234
21,74.59392252934165,1329.7856744144729
10,80.42477047171492,825.7096352976909
1,25.025860533601584,25.025860533601584
37,78.07815583981494,2849.7918606388876
1,70.11258793037321,70.11258793037321
8,62.234781048275316,546.8527144655162
45,103.10231995599868,4560.38631374254
1,74.46081666393941,74.46081666393941
1,19.36162042254341,19.36162042254341
20,88.52934487089564,1849.016517533796
1,70.2508975231492,70.2508975231492
17,81.09740890359728,1406.1423991552115
9,22.87173783648212,217.9786073431251
3,71.35733770438155,208.4084743652033
1,74.91859753616899,74.91859753616899
6,45.57702690760213,262.94731188483985
2,77.97463132162218,154.97371463494133
15,68.71181728175132,994.5735018769617
18,94.9765468794261,1737.9248271534657
1,25.141109286230705,25.141109286230705
5,79.16355409246096,411.4263758081564
9,74.45471052408016,622.8730204495889
7,87.45196980453962,672.964032830259
21,84.62626467901508,1855.3557893947127
15,56.00883186124515,834.1551560681204
2,72.98542658438909,155.98064811495075
3,55.1968917845014,196.36989405142046
17,68.40338481022155,1062.400514123895
1,19.9,19.9
27,83.59836847562502,2366.5079045021994
43,76.35758381016831,3354.2786635144557
10,102.20049520400384,1046.1843586590644
56,71.21803749047645,3917.4500663139875
34,85.04529276063745,2839.275208535754
2,77.47948225566174,155.6457026530305
27,83.9784290861811,2189.6540342190365
8,101.81040224372111,823.8421607360129
4,48.84496043202338,199.23086601440264
3,103.98502693669172,325.3284817100376
1,80.38484646914222,80.38484646914222
40,52.53621791388888,2195.840441462291
1,45.56394469858861,45.56394469858861
4,45.92929172055545,190.55472268221502
2,45.80899953709264,81.30750347180522
30,92.64865872033099,2749.4657790597944
7,98.24856713604277,673.2043696216483
26,95.29808778358246,2504.2457112483125
6,48.73096659779029,269.879047467671
5,48.57918714839454,229.44735587261343
4,48.97445515673296,194.2092257549935
33,92.5269050364451,3040.7191830327274
1,53.84860785157021,53.84860785157021
12,96.43441915499612,1208.8585465523943
23,94.94594416433338,2186.91828944618
1,19.617205603875224,19.617205603875224
66,78.57189559479289,5277.114381492679
61,86.84088061074183,5288.692437804409
22,91.33541636624236,2039.844307031563
56,111.93920093004695,6418.919175918608
2,23.74719371758214,36.92427560191957
23,57.88151660809651,1337.1022589292538
2,90.38277966740695,168.53289491352518
2,67.76335542518055,150.44580571852433
1,55.72130850086848,55.72130850086848
2,85.94403980306218,179.06261027899524
3,19.84832946769403,64.51792577972533
8,74.51138494924173,612.8600868028506
11,82.25548211426084,866.1126842925775
9,92.55090373481399,855.6997475756522
8,100.62800809490255,779.5710034228117
1,79.33037969987551,79.33037969987551
4,49.66273621543878,212.92818081748382
2,73.30144184371156,145.3840667848533
2,79.94809454118938,149.09576600198307
1,69.81508712217662,69.81508712217662
13,68.2391187224373,939.738691826691
1,49.33228222689077,49.33228222689077
1,55.73827509791513,55.73827509791513
41,86.97106564422906,3601.96380163728
39,102.90187253346542,4079.9565646196115
23,82.42388298123399,1856.764884840993
22,63.44433215134,1394.8972415388046
56,109.5271525075281,6135.716037888032
9,68.96447054646009,621.3185549137568
53,101.69110834838399,5544.991286721156
4,78.64810808933667,330.25232315506724
5,91.28431359127471,450.85866141695067
3,19.731746355475664,58.55734878200978
1,90.80102245749649,90.80102245749649
2,67.7765418967602,139.57980922147013
1,74.73151549400923,74.73151549400923
22,48.41298047205583,1067.061042419292
54,97.119853231645,5115.020612439248
2,87.42187132967103,166.03907051677118
62,53.58190920782717,3279.203736462872
5,37.663165877500234,189.4197286154448
14,71.41769228900216,997.6359428537662
10,94.26578404931746,931.6802218583427
5,20.741228263018275,116.06589128892767
1,74.23501300377478,74.23501300377478
39,102.28354566270595,4083.6854542177634
6,84.55047068124055,556.8500937347112
12,34.53065698332731,405.09975245194573
40,79.12014335902354,3233.779631276763
16,81.75072179775364,1330.8161912809044
54,99.50482751070652,5440.429191911454
37,59.86319079969992,2150.537803542339
25,24.98362434173378,685.4098483958054
53,108.71970351875501,5926.0651266287305
7,82.9786735037282,641.3906476860301
11,68.97773419005924,757.2619754767126
1,90.33945972572235,90.33945972572235
35,64.80980205152416,2255.512309128359
1,74.92300713836389,74.92300713836389
4,95.81815168667615,390.687886580744
37,83.97933025612727,3142.2907107671667
26,25.131947152922407,662.6493142981983
37,75.97280035436427,2847.5844230549933
10,69.48317396031182,707.6039712003707
66,105.99863889534556,6978.21697261608
34,96.61544298227444,3475.557475161855
10,79.56293607905961,868.4635957974067
1,45.68542521295382,45.68542521295382
26,24.004695299616365,671.6502218835639
9,56.610735646177304,533.2661999791028
2,45.37373044305048,84.57202167712137
5,70.01001406180175,347.1997187639648
4,26.213850073000856,121.01873125716928
3,30.218121414907305,96.0543095618863
4,80.68051436983563,301.90680898993236
16,84.92196476707825,1374.311049774495
7,69.54915937546208,529.8623319182504
7,82.92489479155464,604.1128059142125
61,104.67551379962308,6407.228256030276
1,76.36160604412756,76.36160604412756
2,60.566890633460446,114.29131891701968
33,79.27318766525784,2567.901626145783
1,90.72514205753329,90.72514205753329
5,89.54451907351874,497.84426402752945
46,103.67671048098981,4821.39168491545
5,90.86480379239319,455.4567974717379
13,62.47651755858956,834.1709694805834
1,44.60007210644442,44.60007210644442
16,41.70811062446728,672.9436157760648
1,88.79913405005958,88.79913405005958
24,91.46071259256601,2194.189287407434
1,69.424627962533,69.424627962533
1,90.16496135768678,90.16496135768678
33,84.66467151772281,2752.145264664167
47,36.05044778900726,1604.1560180160077
39,103.59734591503953,4135.522093918453
34,88.32736699112226,3146.984578821949
24,77.17039992141194,1861.4606240640492
42,84.25517935413735,3588.5930735514085
37,89.6493376803148,3340.4458875538353
2,94.07217447309556,181.42649673353262
1,70.38846566089798,70.38846566089798
4,72.88376437991491,335.1018312069554
1,45.92865223823909,45.92865223823909
46,84.69476740402926,4064.525883287041
9,79.86652920058285,720.7917993871973
2,91.00879176810217,192.60800769768764
2,69.54316961941029,138.2344940239201
2,72.04793628803435,145.71012317454162
16,97.90542371688757,1591.3651549340595
48,107.32832035729095,5121.5245962138215
6,71.23912806381024,468.0969323485182
9,88.9108631985376,860.7062545620821
1,73.90969712211273,73.90969712211273
5,70.17353532532553,331.45395606439894
16,59.064764654442456,936.4928825812138
44,32.17374546831984,1376.8851279183632
67,104.17641851847189,7063.711873442843
11,93.20933741342918,1081.7790431141439
10,78.9196714585768,833.0980934071517
1,70.56186487965705,70.56186487965705
30,65.89105460290152,1979.0563727908877
36,94.22440988182728,3362.815360330781
61,86.55705489230989,5246.6118025432215
36,83.54183054389068,3052.457739410546
1,45.791394768739586,45.791394768739586
8,49.249859360385614,416.2447836103635
25,25.246957143887894,677.8689545159376
1,35.11599465959046,35.11599465959046
1,90.64278218093675,90.64278218093675
1,20.53255549624791,20.53255549624791
1,25.121760090598297,25.121760090598297
1,50.467794253459395,50.467794253459395
33,66.26153759293017,2088.7557811726488
1,89.69313114795642,89.69313114795642
1,71.25743304091615,71.25743304091615
15,98.76096707409464,1519.5732245092993
45,101.09474488955296,4678.998530491465
34,51.99773817679221,1714.6743426668481
29,83.9735138698605,2476.024404723892
56,100.75464221965103,5641.303422594709
45,70.22920210797108,3229.4695176931214
42,103.13382480767136,4352.194830206417
47,102.01830262231738,4834.003083100066
50,98.33701074016545,4887.716808338518
5,76.28594841449652,413.73405526196547
1,70.50481104040522,70.50481104040522
